<Ticker>,<Per>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
FEROS,d,20050529,000000,15,15,15,15,24700
FEROS,d,20050530,000000,15,15,15,15,22765
FEROS,d,20050531,000000,16,16,16,16,103494
FEROS,d,20050601,000000,16,17,16,17,113805
FEROS,d,20050712,000000,17,19,12,14,15134
FEROS,d,20050720,000000,13,14,13,13,99565
FEROS,d,20050723,000000,14,14,13,14,32351
FEROS,d,20050724,000000,14,14,14,14,3889
FEROS,d,20050725,000000,14,14,14,14,37321
FEROS,d,20050726,000000,14,14,14,14,1925
FEROS,d,20050727,000000,14,14,14,14,1010
FEROS,d,20050731,000000,14,14,14,14,488
FEROS,d,20050801,000000,14,14,14,14,17203
FEROS,d,20050807,000000,13,14,13,14,410
FEROS,d,20050822,000000,13,14,13,14,1010
FEROS,d,20050823,000000,13,14,13,14,20010
FEROS,d,20051009,000000,13,14,13,14,30
FEROS,d,20051026,000000,13,14,13,14,4659
FEROS,d,20051120,000000,13,13,9,10,7010
FEROS,d,20051121,000000,9,10,9,10,3010
FEROS,d,20051122,000000,9,10,9,10,3010
FEROS,d,20051126,000000,9,10,9,9,141807
FEROS,d,20051127,000000,10,10,9,10,33310
FEROS,d,20051129,000000,9,9,9,9,49818
FEROS,d,20051130,000000,9,9,9,9,9165
FEROS,d,20051203,000000,9,9,9,9,64580
FEROS,d,20051206,000000,9,9,9,9,5010
FEROS,d,20051210,000000,9,9,9,9,10010
FEROS,d,20051211,000000,9,9,9,9,5655
FEROS,d,20051212,000000,9,9,9,9,26003
FEROS,d,20051213,000000,8,8,8,8,39340
FEROS,d,20051217,000000,8,8,8,8,20010
FEROS,d,20051218,000000,8,8,8,8,35010
FEROS,d,20051219,000000,7,8,7,8,5010
FEROS,d,20051220,000000,7,7,7,7,79653
FEROS,d,20051221,000000,7,7,7,7,69517
FEROS,d,20051224,000000,8,8,7,7,6310
